user_id,first_name,last_name,age,city,reg_date,plan,churn_date,cant_mensajes,cant_llamadas,cant_minutos_llamada,grupo_uso,grupo_edad
11001,Mateo,Garcia,50.0,Bogotá,2022-10-02 02:12:52.393098276,Basico,,8.0,3.0,13.49,Uso medio,Adulto
11002,Mariana,Garcia,75.0,CDMX,2022-10-02 08:47:10.307576896,Basico,,4.0,2.0,4.550000000000001,Bajo uso,Adulto Mayor
11003,Mariana,Garcia,46.0,Cali,2022-10-02 15:21:28.222055516,Premium,,6.0,3.0,18.150000000000002,Uso medio,Adulto
11004,Carlos,Lopez,76.0,,2022-10-02 21:55:46.136534136,Basico,,4.0,5.0,32.12,Uso medio,Adulto Mayor
11005,Mariana,Ramirez,56.0,CDMX,2022-10-03 04:30:04.051012756,Basico,,3.0,4.0,2.96,Bajo uso,Adulto
11006,Sofia,Gomez,29.0,Cali,2022-10-03 11:04:21.965491376,Basico,,4.0,2.0,29.76,Bajo uso,Joven
11007,Mariana,Torres,24.0,,2022-10-03 17:38:39.879969992,Basico,,8.0,3.0,16.15,Uso medio,Joven
11008,Mariana,Garcia,76.0,,2022-10-04 00:12:57.794448612,Premium,,4.0,3.0,19.25,Bajo uso,Adulto Mayor
11009,Mariana,Garcia,72.0,,2022-10-04 06:47:15.708927232,Premium,,5.0,1.0,9.76,Uso medio,Adulto Mayor
11010,Ana,Ramirez,56.0,Bogotá,2022-10-04 13:21:33.623405852,Premium,,4.0,7.0,15.5,Uso medio,Adulto
11011,Sofia,Ramirez,59.0,MTY,2022-10-04 19:55:51.537884472,Basico,,5.0,3.0,28.15,Uso medio,Adulto
11012,Sofia,Lopez,79.0,CDMX,2022-10-05 02:30:09.452363092,Basico,,8.0,4.0,5.06,Uso medio,Adulto Mayor
11013,Mateo,Lopez,65.0,CDMX,2022-10-05 09:04:27.366841712,Basico,,4.0,11.0,60.83,Alto uso,Adulto Mayor
11014,Carlos,Garcia,43.0,Bogotá,2022-10-05 15:38:45.281320332,Premium,,7.0,6.0,18.55,Uso medio,Adulto
11015,Mariana,Ramirez,57.0,MTY,2022-10-05 22:13:03.195798952,Basico,,5.0,7.0,26.599999999999998,Uso medio,Adulto
11016,Luis,Gomez,26.0,GDL,2022-10-06 04:47:21.110277572,Basico,,3.0,4.0,22.77,Bajo uso,Joven
11017,Carlos,Torres,58.0,MTY,2022-10-06 11:21:39.024756192,Basico,,3.0,10.0,65.0,Alto uso,Adulto
11018,Carlos,Ramirez,51.0,CDMX,2022-10-06 17:55:56.939234812,Basico,,6.0,8.0,18.230000000000004,Uso medio,Adulto
11019,Sofia,Ramirez,62.0,Cali,2022-10-07 00:30:14.853713428,Premium,,3.0,6.0,26.189999999999998,Uso medio,Adulto Mayor
11020,Carlos,Lopez,30.0,GDL,2022-10-07 07:04:32.768192048,Basico,,9.0,0.0,0.0,Uso medio,Adulto
11021,Mariana,Torres,72.0,Bogotá,2022-10-07 13:38:50.682670668,Basico,,4.0,6.0,44.55,Uso medio,Adulto Mayor
11022,Mariana,Garcia,72.0,Bogotá,2022-10-07 20:13:08.597149288,Basico,,5.0,5.0,38.449999999999996,Uso medio,Adulto Mayor
11023,Ana,Ramirez,53.0,CDMX,2022-10-08 02:47:26.511627908,Premium,,7.0,4.0,16.419999999999998,Uso medio,Adulto
11024,Mariana,Garcia,42.0,,2022-10-08 09:21:44.426106528,Basico,,6.0,5.0,19.43,Uso medio,Adulto
11025,Mariana,Ramirez,41.0,Bogotá,2022-10-08 15:56:02.340585148,Basico,,2.0,1.0,0.57,Bajo uso,Adulto
11026,Sofia,Garcia,61.0,MTY,2022-10-08 22:30:20.255063768,Basico,,6.0,5.0,26.310000000000002,Uso medio,Adulto Mayor
11027,Mariana,Torres,34.0,CDMX,2022-10-09 05:04:38.169542388,Basico,,6.0,3.0,8.47,Uso medio,Adulto
11028,Ana,Lopez,19.0,MTY,2022-10-09 11:38:56.084021008,Premium,,7.0,2.0,3.92,Uso medio,Joven
11029,Luis,Torres,30.0,CDMX,2022-10-09 18:13:13.998499628,Basico,,4.0,3.0,15.43,Bajo uso,Adulto
11030,Sofia,Gomez,48.0,MTY,2022-10-10 00:47:31.912978244,Premium,,6.0,4.0,18.08,Uso medio,Adulto
11031,Luis,Lopez,46.0,Bogotá,2022-10-10 07:21:49.827456864,Basico,,6.0,3.0,12.170000000000002,Uso medio,Adulto
11032,Sofia,Torres,67.0,unknown,2022-10-10 13:56:07.741935484,Premium,,11.0,2.0,7.0600000000000005,Alto uso,Adulto Mayor
11033,Mateo,Gomez,45.0,Medellín,2022-10-10 20:30:25.656414104,Premium,,8.0,7.0,29.18,Uso medio,Adulto
11034,Carlos,Ramirez,77.0,CDMX,2022-10-11 03:04:43.570892724,Basico,"1,71988E+18",5.0,5.0,32.099999999999994,Uso medio,Adulto Mayor
11035,Mateo,Ramirez,44.0,CDMX,2022-10-11 09:39:01.485371344,Premium,,7.0,5.0,24.520000000000003,Uso medio,Adulto
11036,Mariana,Garcia,32.0,Bogotá,2022-10-11 16:13:19.399849964,Basico,,5.0,2.0,13.84,Uso medio,Adulto
11037,Luis,Lopez,48.0,GDL,2022-10-11 22:47:37.314328584,Basico,"1,71996E+18",7.0,3.0,7.8,Uso medio,Adulto
11038,Mariana,Ramirez,57.0,CDMX,2022-10-12 05:21:55.228807204,Basico,,5.0,4.0,35.57,Uso medio,Adulto
11039,Carlos,Lopez,32.0,Cali,2022-10-12 11:56:13.143285824,Basico,"1,72126E+18",6.0,3.0,14.84,Uso medio,Adulto
11040,Sofia,Ramirez,50.0,CDMX,2022-10-12 18:30:31.057764444,Premium,,6.0,3.0,6.68,Uso medio,Adulto
11041,Carlos,Garcia,37.0,Cali,2022-10-13 01:04:48.972243064,Basico,"1,73249E+18",4.0,2.0,3.37,Bajo uso,Adulto
11042,Ana,Torres,59.0,CDMX,2022-10-13 07:39:06.886721680,Premium,"1,72696E+18",3.0,3.0,9.15,Bajo uso,Adulto
11043,Carlos,Garcia,29.0,,2022-10-13 14:13:24.801200300,Basico,,9.0,2.0,3.0300000000000002,Uso medio,Joven
11044,Ana,Gomez,54.0,Medellín,2022-10-13 20:47:42.715678920,Basico,,7.0,2.0,6.54,Uso medio,Adulto
11045,Carlos,Ramirez,26.0,Medellín,2022-10-14 03:22:00.630157540,Premium,,8.0,3.0,3.6599999999999997,Uso medio,Joven
11046,Ana,Gomez,40.0,CDMX,2022-10-14 09:56:18.544636160,Premium,,9.0,1.0,4.67,Uso medio,Adulto
11047,Luis,Gomez,25.0,unknown,2024-05-10 00:00:00.000000000,Basico,,5.0,5.0,13.009999999999998,Uso medio,Joven
11048,Mariana,Lopez,49.0,Cali,2022-10-14 23:04:54.373593400,Premium,,5.0,1.0,0.83,Uso medio,Adulto
11049,Mariana,Ramirez,65.0,Medellín,2022-10-15 05:39:12.288072020,Premium,,5.0,5.0,22.85,Uso medio,Adulto Mayor
11050,Mateo,Gomez,31.0,Bogotá,2022-10-15 12:13:30.202550640,Basico,,6.0,6.0,41.05,Uso medio,Adulto
11051,Mariana,Torres,44.0,Medellín,2022-10-15 18:47:48.117029260,Basico,,8.0,3.0,7.41,Uso medio,Adulto
11052,Sofia,Gomez,42.0,CDMX,2022-10-16 01:22:06.031507880,Basico,,8.0,4.0,30.47,Uso medio,Adulto
11053,Carlos,Torres,30.0,Bogotá,2022-10-16 07:56:23.945986500,Basico,,3.0,10.0,65.0,Alto uso,Adulto
11054,Mateo,Lopez,72.0,Cali,2022-10-16 14:30:41.860465116,Basico,,12.0,5.0,12.049999999999999,Alto uso,Adulto Mayor
11055,Sofia,Gomez,38.0,MTY,2022-10-16 21:04:59.774943736,Basico,,6.0,8.0,42.059999999999995,Uso medio,Adulto
11056,Sofia,Garcia,62.0,CDMX,2022-10-17 03:39:17.689422356,Basico,,2.0,6.0,22.8,Uso medio,Adulto Mayor
11057,Ana,Lopez,48.0,Bogotá,2022-10-17 10:13:35.603900976,Premium,,4.0,5.0,30.570000000000004,Uso medio,Adulto
11058,Mariana,Torres,54.0,Medellín,2022-10-17 16:47:53.518379596,Premium,,5.0,3.0,4.45,Uso medio,Adulto
11059,Luis,Lopez,65.0,CDMX,2022-10-17 23:22:11.432858216,Basico,,5.0,7.0,16.26,Uso medio,Adulto Mayor
11060,Luis,Gomez,75.0,GDL,2022-10-18 05:56:29.347336836,Basico,,5.0,6.0,39.26,Uso medio,Adulto Mayor
11061,Mateo,Ramirez,60.0,CDMX,2022-10-18 12:30:47.261815456,Basico,,5.0,6.0,17.590000000000003,Uso medio,Adulto Mayor
11062,Luis,Ramirez,71.0,Cali,2022-10-18 19:05:05.176294076,Basico,,2.0,9.0,40.07,Uso medio,Adulto Mayor
11063,Carlos,Torres,22.0,CDMX,2022-10-19 01:39:23.090772696,Basico,,3.0,2.0,23.05,Bajo uso,Joven
11064,Luis,Torres,30.0,Medellín,2022-10-19 08:13:41.005251316,Basico,,9.0,6.0,52.65,Uso medio,Adulto
11065,Mateo,Ramirez,45.0,MTY,2022-10-19 14:47:58.919729932,Basico,,6.0,3.0,16.59,Uso medio,Adulto
11066,Luis,Torres,60.0,Cali,2022-10-19 21:22:16.834208552,Premium,,7.0,4.0,11.580000000000002,Uso medio,Adulto Mayor
11067,Carlos,Lopez,42.0,,2022-10-20 03:56:34.748687172,Premium,,3.0,7.0,44.89,Uso medio,Adulto
11068,Ana,Garcia,68.0,CDMX,2022-10-20 10:30:52.663165792,Premium,,5.0,4.0,22.54,Uso medio,Adulto Mayor
11069,Mateo,Garcia,52.0,MTY,2022-10-20 17:05:10.577644412,Premium,,4.0,8.0,24.259999999999998,Uso medio,Adulto
11070,Ana,Lopez,64.0,Cali,2022-10-20 23:39:28.492123032,Basico,,6.0,3.0,17.45,Uso medio,Adulto Mayor
11071,Ana,Garcia,56.0,GDL,2022-10-21 06:13:46.406601652,Basico,,6.0,4.0,18.39,Uso medio,Adulto
11072,Ana,Gomez,24.0,GDL,2022-10-21 12:48:04.321080272,Premium,,4.0,2.0,11.58,Bajo uso,Joven
11073,Sofia,Lopez,55.0,Cali,2022-10-21 19:22:22.235558892,Premium,,3.0,6.0,33.22,Uso medio,Adulto
11074,Mariana,Torres,49.0,,2022-10-22 01:56:40.150037512,Basico,,6.0,7.0,53.74,Uso medio,Adulto
11075,Sofia,Lopez,20.0,Bogotá,2022-10-22 08:30:58.064516132,Basico,,5.0,4.0,11.840000000000002,Uso medio,Joven
11076,Mariana,Ramirez,79.0,GDL,2022-10-22 15:05:15.978994752,Basico,,5.0,2.0,5.57,Uso medio,Adulto Mayor
11077,Ana,Torres,62.0,MTY,2022-10-22 21:39:33.893473368,Basico,,6.0,1.0,6.55,Uso medio,Adulto Mayor
11078,Mateo,Ramirez,56.0,CDMX,2022-10-23 04:13:51.807951988,Basico,,2.0,1.0,6.14,Bajo uso,Adulto
11079,Mariana,Torres,54.0,Cali,2022-10-23 10:48:09.722430608,Basico,,5.0,3.0,9.59,Uso medio,Adulto
11080,Carlos,Garcia,72.0,Cali,2022-10-23 17:22:27.636909228,Basico,,1.0,5.0,20.83,Uso medio,Adulto Mayor
11081,Carlos,Lopez,67.0,unknown,2022-10-23 23:56:45.551387848,Basico,,6.0,3.0,11.56,Uso medio,Adulto Mayor
11082,Luis,Gomez,39.0,CDMX,2022-10-24 06:31:03.465866468,Basico,,0.0,0.0,0.0,Bajo uso,Adulto
11083,Mariana,Torres,79.0,Bogotá,2022-10-24 13:05:21.380345088,Premium,,4.0,6.0,13.91,Uso medio,Adulto Mayor
11084,Mateo,Torres,25.0,GDL,2022-10-24 19:39:39.294823708,Basico,,2.0,0.0,0.0,Bajo uso,Joven
11085,Sofia,Ramirez,34.0,MTY,2022-10-25 02:13:57.209302328,Basico,"1,7204E+18",7.0,10.0,36.06,Alto uso,Adulto
11086,Ana,Garcia,69.0,Cali,2022-10-25 08:48:15.123780948,Basico,,7.0,8.0,48.839999999999996,Uso medio,Adulto Mayor
11087,Luis,Ramirez,44.0,GDL,2022-10-25 15:22:33.038259568,Premium,,6.0,3.0,23.04,Uso medio,Adulto
11088,Carlos,Ramirez,50.0,Medellín,2022-10-25 21:56:50.952738184,Basico,,6.0,9.0,51.56,Uso medio,Adulto
11089,Sofia,Garcia,63.0,Medellín,2022-10-26 04:31:08.867216804,Basico,,0.0,4.0,27.79,Bajo uso,Adulto Mayor
11090,Sofia,Gomez,34.0,,2022-10-26 11:05:26.781695424,Basico,,3.0,4.0,23.29,Bajo uso,Adulto
11091,Ana,Ramirez,59.0,Cali,2022-10-26 17:39:44.696174044,Basico,,4.0,1.0,6.18,Bajo uso,Adulto
11092,Mariana,Ramirez,29.0,Cali,2022-10-27 00:14:02.610652664,Basico,,5.0,7.0,31.279999999999998,Uso medio,Joven
11093,Carlos,Torres,65.0,Bogotá,2022-10-27 06:48:20.525131284,Basico,,4.0,4.0,33.46,Bajo uso,Adulto Mayor
11094,Mateo,Garcia,63.0,GDL,2022-10-27 13:22:38.439609904,Premium,,5.0,8.0,30.720000000000002,Uso medio,Adulto Mayor
11095,Sofia,Lopez,79.0,Bogotá,2022-10-27 19:56:56.354088524,Premium,,6.0,5.0,45.370000000000005,Uso medio,Adulto Mayor
11096,Ana,Gomez,44.0,Bogotá,2022-10-28 02:31:14.268567144,Premium,,5.0,9.0,47.67,Uso medio,Adulto
11097,Mateo,Gomez,65.0,Medellín,2022-10-28 09:05:32.183045764,Basico,"1,73517E+18",1.0,4.0,16.650000000000002,Bajo uso,Adulto Mayor
11098,Mariana,Garcia,25.0,Medellín,2022-10-28 15:39:50.097524384,Premium,"1,73163E+18",4.0,5.0,25.269999999999996,Uso medio,Joven
11099,Carlos,Torres,40.0,MTY,2022-10-28 22:14:08.012003004,Basico,,9.0,8.0,33.83,Uso medio,Adulto
11100,Mariana,Torres,77.0,GDL,2022-10-29 04:48:25.926481620,Basico,,5.0,7.0,33.9,Uso medio,Adulto Mayor
11101,Sofia,Garcia,59.0,CDMX,2022-10-29 11:22:43.840960240,Premium,"1,73042E+18",6.0,8.0,44.8,Uso medio,Adulto
11102,Mateo,Torres,78.0,Medellín,2022-10-29 17:57:01.755438860,Basico,,3.0,6.0,53.529999999999994,Uso medio,Adulto Mayor
11103,Mateo,Gomez,66.0,Medellín,2022-10-30 00:31:19.669917480,Basico,,4.0,5.0,19.76,Uso medio,Adulto Mayor
11104,Mateo,Gomez,76.0,Medellín,2022-10-30 07:05:37.584396100,Basico,,5.0,5.0,28.67,Uso medio,Adulto Mayor
11105,Sofia,Lopez,79.0,MTY,2022-10-30 13:39:55.498874720,Basico,,6.0,4.0,8.04,Uso medio,Adulto Mayor
11106,Sofia,Garcia,46.0,GDL,2022-10-30 20:14:13.413353340,Premium,,4.0,2.0,9.86,Bajo uso,Adulto
11107,Mariana,Ramirez,67.0,Cali,2022-10-31 02:48:31.327831960,Basico,,2.0,3.0,2.79,Bajo uso,Adulto Mayor
11108,Luis,Ramirez,37.0,Cali,2022-10-31 09:22:49.242310580,Basico,,8.0,3.0,8.38,Uso medio,Adulto
11109,Mariana,Lopez,33.0,Bogotá,2022-10-31 15:57:07.156789200,Basico,,11.0,5.0,32.410000000000004,Alto uso,Adulto
11110,Carlos,Lopez,34.0,Medellín,2022-10-31 22:31:25.071267820,Premium,,11.0,6.0,32.64,Alto uso,Adulto
11111,Ana,Torres,33.0,MTY,2022-11-01 05:05:42.985746440,Basico,,7.0,5.0,18.71,Uso medio,Adulto
11112,Mateo,Lopez,36.0,Medellín,2022-11-01 11:40:00.900225056,Basico,,8.0,6.0,16.93,Uso medio,Adulto
11113,Luis,Lopez,73.0,Cali,2022-11-01 18:14:18.814703676,Premium,,4.0,2.0,6.82,Bajo uso,Adulto Mayor
11114,Ana,Ramirez,73.0,Medellín,2022-11-02 00:48:36.729182296,Basico,,3.0,3.0,15.35,Bajo uso,Adulto Mayor
11115,Luis,Torres,25.0,Bogotá,2022-11-02 07:22:54.643660916,Basico,,4.0,4.0,23.419999999999998,Bajo uso,Joven
11116,Mariana,Lopez,55.0,Bogotá,2022-11-02 13:57:12.558139536,Premium,,3.0,4.0,23.8,Bajo uso,Adulto
11117,Sofia,Lopez,55.0,Medellín,2022-11-02 20:31:30.472618156,Basico,,5.0,5.0,44.83,Uso medio,Adulto
11118,Mateo,Torres,70.0,Medellín,2022-11-03 03:05:48.387096776,Premium,"1,71772E+18",4.0,5.0,27.48,Uso medio,Adulto Mayor
11119,Mariana,Garcia,46.0,Bogotá,2022-11-03 09:40:06.301575396,Basico,"1,71815E+18",3.0,5.0,18.07,Uso medio,Adulto
11120,Ana,Torres,58.0,Medellín,2022-11-03 16:14:24.216054016,Premium,"1,72437E+18",5.0,5.0,41.15,Uso medio,Adulto
11121,Ana,Ramirez,53.0,CDMX,2022-11-03 22:48:42.130532636,Premium,,7.0,8.0,35.76,Uso medio,Adulto
11122,Ana,Garcia,43.0,,2022-11-04 05:23:00.045011256,Basico,,8.0,4.0,9.11,Uso medio,Adulto
11123,Ana,Gomez,48.0,Cali,2022-11-04 11:57:17.959489872,Basico,,5.0,6.0,49.39,Uso medio,Adulto
11124,Ana,Torres,61.0,MTY,2022-11-04 18:31:35.873968492,Premium,,7.0,2.0,11.59,Uso medio,Adulto Mayor
11125,Luis,Ramirez,77.0,Bogotá,2022-11-05 01:05:53.788447112,Basico,,3.0,3.0,7.9399999999999995,Bajo uso,Adulto Mayor
11126,Mariana,Garcia,29.0,CDMX,2022-11-05 07:40:11.702925732,Basico,,6.0,4.0,8.18,Uso medio,Joven
11127,Mateo,Torres,72.0,CDMX,2022-11-05 14:14:29.617404352,Basico,,6.0,4.0,10.040000000000001,Uso medio,Adulto Mayor
11128,Sofia,Lopez,34.0,GDL,2022-11-05 20:48:47.531882972,Premium,,7.0,1.0,7.62,Uso medio,Adulto
11129,Sofia,Torres,32.0,Medellín,2022-11-06 03:23:05.446361592,Premium,,6.0,3.0,35.04,Uso medio,Adulto
11130,Mariana,Gomez,26.0,unknown,2022-11-06 09:57:23.360840212,Basico,"1,72195E+18",3.0,2.0,32.26,Bajo uso,Joven
11131,Mariana,Torres,56.0,Bogotá,2022-11-06 16:31:41.275318832,Basico,"1,71798E+18",5.0,1.0,7.08,Uso medio,Adulto
11132,Sofia,Garcia,59.0,Bogotá,2022-11-06 23:05:59.189797452,Premium,,6.0,3.0,36.92,Uso medio,Adulto
11133,Sofia,Garcia,65.0,Bogotá,2022-11-07 05:40:17.104276072,Premium,,8.0,2.0,10.36,Uso medio,Adulto Mayor
11134,Luis,Torres,29.0,CDMX,2022-11-07 12:14:35.018754692,Basico,,4.0,4.0,14.42,Bajo uso,Joven
11135,Carlos,Garcia,49.0,CDMX,2022-11-07 18:48:52.933233308,Premium,,2.0,5.0,15.15,Uso medio,Adulto
11136,Mateo,Lopez,42.0,Cali,2022-11-08 01:23:10.847711928,Premium,,4.0,2.0,23.88,Bajo uso,Adulto
11137,Ana,Torres,56.0,,2022-11-08 07:57:28.762190548,Basico,,2.0,6.0,34.29,Uso medio,Adulto
11138,Carlos,Lopez,35.0,Bogotá,2022-11-08 14:31:46.676669168,Premium,"1,73327E+18",7.0,9.0,65.0,Uso medio,Adulto
11139,Mariana,Lopez,32.0,Medellín,2022-11-08 21:06:04.591147788,Basico,,4.0,4.0,15.389999999999997,Bajo uso,Adulto
11140,Sofia,Ramirez,49.0,,2022-11-09 03:40:22.505626408,Basico,,5.0,5.0,31.2,Uso medio,Adulto
11141,Carlos,Torres,23.0,CDMX,2022-11-09 10:14:40.420105028,Basico,,5.0,2.0,7.93,Uso medio,Joven
11142,Mateo,Garcia,75.0,Cali,2022-11-09 16:48:58.334583648,Premium,,4.0,5.0,14.77,Uso medio,Adulto Mayor
11143,Mariana,Lopez,61.0,Medellín,2022-11-09 23:23:16.249062268,Premium,,4.0,4.0,13.46,Bajo uso,Adulto Mayor
11144,Ana,Ramirez,60.0,Bogotá,2022-11-10 05:57:34.163540888,Basico,,6.0,4.0,13.07,Uso medio,Adulto Mayor
11145,Ana,Torres,69.0,GDL,2022-11-10 12:31:52.078019508,Basico,,3.0,2.0,9.86,Bajo uso,Adulto Mayor
11146,Mateo,Torres,52.0,Medellín,2022-11-10 19:06:09.992498128,Basico,,6.0,3.0,5.8,Uso medio,Adulto
11147,Mateo,Gomez,51.0,Cali,2022-11-11 01:40:27.906976744,Premium,,8.0,3.0,9.08,Uso medio,Adulto
11148,Sofia,Gomez,55.0,CDMX,2022-11-11 08:14:45.821455364,Premium,,4.0,6.0,52.53,Uso medio,Adulto
11149,Ana,Lopez,73.0,Bogotá,2022-11-11 14:49:03.735933984,Basico,,3.0,4.0,29.8,Bajo uso,Adulto Mayor
11150,Mariana,Gomez,71.0,CDMX,2022-11-11 21:23:21.650412604,Basico,,3.0,4.0,9.030000000000001,Bajo uso,Adulto Mayor
11151,Carlos,Lopez,74.0,unknown,2022-11-12 03:57:39.564891224,Basico,"1,72066E+18",10.0,7.0,47.84,Alto uso,Adulto Mayor
11152,Mariana,Garcia,79.0,Bogotá,2022-11-12 10:31:57.479369844,Basico,,7.0,4.0,20.27,Uso medio,Adulto Mayor
11153,Luis,Lopez,22.0,Cali,2022-11-12 17:06:15.393848464,Basico,,7.0,4.0,29.68,Uso medio,Joven
11154,Luis,Gomez,35.0,MTY,2022-11-12 23:40:33.308327084,Premium,,0.0,5.0,27.62,Uso medio,Adulto
11155,Mateo,Garcia,33.0,CDMX,2022-11-13 06:14:51.222805704,Basico,,3.0,4.0,22.709999999999997,Bajo uso,Adulto
11156,Sofia,Gomez,25.0,CDMX,2022-11-13 12:49:09.137284324,Premium,,6.0,3.0,17.18,Uso medio,Joven
11157,Luis,Lopez,42.0,GDL,2022-11-13 19:23:27.051762944,Basico,,2.0,7.0,39.04,Uso medio,Adulto
11158,Ana,Ramirez,49.0,GDL,2022-11-14 01:57:44.966241560,Basico,,5.0,4.0,24.25,Uso medio,Adulto
11159,Mariana,Torres,79.0,Bogotá,2022-11-14 08:32:02.880720180,Basico,,12.0,2.0,5.15,Alto uso,Adulto Mayor
11160,Mariana,Gomez,43.0,CDMX,2022-11-14 15:06:20.795198800,Basico,,9.0,5.0,27.29,Uso medio,Adulto
11161,Mateo,Lopez,69.0,Bogotá,2022-11-14 21:40:38.709677420,Basico,"1,72515E+18",5.0,4.0,11.129999999999999,Uso medio,Adulto Mayor
11162,Carlos,Garcia,39.0,MTY,2022-11-15 04:14:56.624156040,Premium,,6.0,7.0,28.75,Uso medio,Adulto
11163,Mateo,Gomez,48.0,Bogotá,2022-11-15 10:49:14.538634660,Basico,,8.0,6.0,23.009999999999998,Uso medio,Adulto
11164,Carlos,Gomez,60.0,Medellín,2022-11-15 17:23:32.453113280,Premium,,2.0,7.0,36.190000000000005,Uso medio,Adulto Mayor
11165,Mateo,Torres,27.0,Medellín,2022-11-15 23:57:50.367591900,Basico,,3.0,4.0,10.27,Bajo uso,Joven
11166,Mateo,Lopez,73.0,,2022-11-16 06:32:08.282070520,Basico,,6.0,3.0,9.64,Uso medio,Adulto Mayor
11167,Mateo,Ramirez,74.0,CDMX,2022-11-16 13:06:26.196549140,Basico,,6.0,5.0,7.83,Uso medio,Adulto Mayor
11168,Carlos,Garcia,29.0,Bogotá,2022-11-16 19:40:44.111027760,Premium,,7.0,2.0,10.7,Uso medio,Joven
11169,Carlos,Lopez,70.0,Bogotá,2022-11-17 02:15:02.025506380,Basico,,4.0,5.0,19.85,Uso medio,Adulto Mayor
11170,Mateo,Garcia,45.0,Bogotá,2022-11-17 08:49:19.939984996,Basico,,8.0,2.0,7.93,Uso medio,Adulto
11171,Luis,Gomez,23.0,Medellín,2022-11-17 15:23:37.854463616,Premium,,3.0,4.0,24.52,Bajo uso,Joven
11172,Sofia,Torres,76.0,Bogotá,2022-11-17 21:57:55.768942236,Basico,,3.0,3.0,4.199999999999999,Bajo uso,Adulto Mayor
11173,Sofia,Torres,37.0,Bogotá,2022-11-18 04:32:13.683420856,Premium,"1,72584E+18",12.0,3.0,25.91,Alto uso,Adulto
11174,Sofia,Ramirez,22.0,Bogotá,2022-11-18 11:06:31.597899476,Basico,,9.0,1.0,1.89,Uso medio,Joven
11175,Carlos,Torres,40.0,,2022-11-18 17:40:49.512378096,Premium,,7.0,5.0,39.49,Uso medio,Adulto
11176,Carlos,Gomez,26.0,,2022-11-19 00:15:07.426856716,Basico,,8.0,1.0,3.61,Uso medio,Joven
11177,Luis,Ramirez,75.0,MTY,2022-11-19 06:49:25.341335336,Premium,,8.0,4.0,11.26,Uso medio,Adulto Mayor
11178,Sofia,Lopez,76.0,CDMX,2022-11-19 13:23:43.255813956,Basico,,5.0,9.0,50.86,Uso medio,Adulto Mayor
11179,Sofia,Torres,46.0,Cali,2022-11-19 19:58:01.170292576,Basico,,6.0,3.0,27.1,Uso medio,Adulto
11180,Mateo,Ramirez,33.0,,2022-11-20 02:32:19.084771196,Basico,,6.0,3.0,8.51,Uso medio,Adulto
11181,Carlos,Gomez,71.0,GDL,2022-11-20 09:06:36.999249816,Basico,,7.0,5.0,11.35,Uso medio,Adulto Mayor
11182,Sofia,Garcia,63.0,MTY,2022-11-20 15:40:54.913728432,Premium,,9.0,8.0,34.06,Uso medio,Adulto Mayor
11183,Mariana,Garcia,39.0,,2022-11-20 22:15:12.828207052,Basico,"1,72679E+18",8.0,4.0,22.69,Uso medio,Adulto
11184,Luis,Gomez,25.0,Medellín,2022-11-21 04:49:30.742685672,Basico,,7.0,3.0,37.51,Uso medio,Joven
11185,Mariana,Gomez,76.0,GDL,2022-11-21 11:23:48.657164292,Basico,,7.0,3.0,10.3,Uso medio,Adulto Mayor
11186,Mariana,Garcia,37.0,Bogotá,2022-11-21 17:58:06.571642912,Basico,"1,71841E+18",10.0,7.0,36.68000000000001,Alto uso,Adulto
11187,Luis,Ramirez,68.0,,2022-11-22 00:32:24.486121532,Basico,,3.0,0.0,0.0,Bajo uso,Adulto Mayor
11188,Mariana,Garcia,31.0,Cali,2022-11-22 07:06:42.400600152,Basico,,8.0,6.0,30.4,Uso medio,Adulto
11189,Sofia,Gomez,56.0,Medellín,2022-11-22 13:41:00.315078772,Premium,"1,72385E+18",7.0,5.0,24.84,Uso medio,Adulto
11190,Carlos,Torres,54.0,Medellín,2022-11-22 20:15:18.229557392,Premium,,5.0,5.0,29.770000000000003,Uso medio,Adulto
11191,Luis,Lopez,67.0,CDMX,2022-11-23 02:49:36.144036012,Basico,"1,72688E+18",1.0,2.0,3.4699999999999998,Bajo uso,Adulto Mayor
11192,Mateo,Torres,51.0,Cali,2022-11-23 09:23:54.058514632,Premium,,3.0,3.0,8.52,Bajo uso,Adulto
11193,Mariana,Torres,28.0,GDL,2022-11-23 15:58:11.972993248,Basico,,6.0,4.0,32.04,Uso medio,Joven
11194,Luis,Gomez,71.0,,2022-11-23 22:32:29.887471868,Basico,,10.0,7.0,16.979999999999997,Alto uso,Adulto Mayor
11195,Ana,Garcia,57.0,MTY,2022-11-24 05:06:47.801950488,Basico,,5.0,4.0,9.96,Uso medio,Adulto
11196,Ana,Ramirez,50.0,unknown,2022-11-24 11:41:05.716429108,Basico,"1,72282E+18",7.0,7.0,20.860000000000003,Uso medio,Adulto
11197,Carlos,Torres,48.0,GDL,2022-11-24 18:15:23.630907728,Basico,"1,72636E+18",12.0,3.0,24.93,Alto uso,Adulto
11198,Sofia,Garcia,76.0,Bogotá,2022-11-25 00:49:41.545386348,Premium,"1,735E+18",8.0,4.0,20.41,Uso medio,Adulto Mayor
11199,Carlos,Ramirez,71.0,CDMX,2022-11-25 07:23:59.459864968,Premium,,7.0,4.0,6.33,Uso medio,Adulto Mayor
11200,Carlos,Torres,61.0,Medellín,2022-11-25 13:58:17.374343588,Basico,,8.0,5.0,20.38,Uso medio,Adulto Mayor
